年份,病种,住院总费用,住院统筹支付,住院人次
2015,特指脑梗死,504977.1,313134.22,21
2015,恶性淋巴瘤个人史,307693.22,210709.43,21
2015,食管恶性肿瘤个人史,287081.51,207728.21,21
2015,特发性骨质疏松,196177.27,157220.73,21
2015,带状疱疹后遗症,222398.18,153703.64,21
2015,退行性脊柱炎,198355.03,146396.28,21
2015,急性十二指肠溃疡,193409.17,117189.32,21
2015,对症治疗,146917.41,101766.73,21
2015,系统性红斑狼疮，累及器官或系统,144885.69,94483.62,21
2015,乳腺脓肿,138062.58,85158.68,21
2015,肠炎,107819.6,75539.61,21
2015,盆腔积液，女性,103611.01,64825.32,21
2015,细菌性食物中毒,44696.43,25397.2,21
2015,食管肿瘤,547290.19,299843.75,20
2015,胃肿瘤,475871.08,296292.58,20
2015,耳鼻喉癌病（舌癌病）,412208.87,226552.89,20
2015,肺脓肿,329378.98,224425.73,20
2015,膀胱肿瘤,317224.58,194677.25,20
2015,肝恶性肿瘤个人史,278535.48,176528.35,20
2015,肺大泡,225057.45,148526.25,20
2015,肌筋膜炎,200790.94,146557.82,20
2015,乙型病毒性肝炎,149069.03,98946.33,20
2015,急性肺原性心脏病,108363.84,83205.82,20
2015,脑动脉硬化性精神病,108035.31,82746.2,20
2015,胸膜炎,116492.46,81609.68,20
2015,感染性胃肠炎,124181.6,70247.51,20
2015,输尿管结石伴肾结石,119871.63,66816.52,20
2015,肋间神经痛,89823,62175.31,20
2015,皮肤裂伤,83332.25,54593.11,20
2015,颈内动脉供血不足,55604.97,41244.52,20
2015,心脏瓣膜病,528659.43,340642.82,19
2015,细支气管恶性肿瘤,454451.67,298894.12,19
2015,热性发热,366552.91,286942.63,19
2015,陈旧性腰椎骨折,382980.65,248234.43,19
2015,胸部损伤,232754.34,175075.68,19
2015,水肿病,183714.96,142211.92,19
2015,疼痛,195213.85,132637.45,19
2015,乳癌病,227844.83,130993.8,19
2015,颈动脉栓塞脑梗死,158007.12,123587.53,19
2015,带状疱疹性神经痛,153360.16,99373.07,19
2015,乳房肿块,187825.88,97216.44,19
2015,下肢溃疡,129555.38,91382,19
2015,特指胃炎,100926.66,73766.88,19
2015,输卵管妊娠,136083.13,70928.02,19
2015,耳鸣、耳聋病,110495.24,70166.58,19
2015,头皮血肿,99312.38,68104.49,19
2015,臀部肿物,105542,64073.93,19
2015,单纯疱疹,89055.04,54874.88,19
2015,黄斑水肿,98570.95,54700.24,19
2015,低血压,74301.13,52040.88,19
2015,急性胃粘膜病变,78867.11,50568.86,19
2015,特指女性盆腔炎性疾病,68511.29,48135.66,19
2015,急性结膜炎,60285.89,37666.42,19
2015,老年性阴道炎,39341.33,25810.19,19
2015,慢性硬膜下血肿,482110.3,263609.94,18
2015,鼻咽恶性肿瘤个人史,286559.58,195795.41,18
2015,心功能不全,228448.09,149568.68,18
2015,皮肌炎,213632.06,149042.04,18
2015,支气管扩张伴咯血,190594.72,128770.06,18
2015,心肌病,164376.7,113357.71,18
2015,关节痛,120381.68,86583.71,18
2015,初发性或维持性睡眠障碍[失眠症],107956.15,73053.06,18
2015,强直性脊柱炎,115114.29,67199.83,18
2015,角膜溃疡,87723.28,54440.89,18
2015,输尿管扩张,85318.25,48588.26,18
2015,气管支气管炎,56669.77,40721.08,18
2015,肺炎杆菌感染,47081.07,36027.03,18
2015,肺炎球菌感染,45363.25,31310.7,18
2015,水痘,55890.72,29735.12,18
2015,流行性感冒,43109.92,29563.4,18
2015,十二指肠恶性肿瘤,515410.19,316299.06,17
2015,横结肠恶性肿瘤,458342.19,307214.53,17
2015,动脉粥样硬化,411062.83,255926.76,17
2015,脑膜瘤,482640.89,241718.04,17
2015,高血压心脏病伴心力衰竭,330996.39,225951.74,17
2015,中度贫血,215631.21,157394.85,17
2015,坐骨神经痛,217045.52,153232.69,17
2015,紧张性头痛,209808.86,146143.3,17
2015,玻璃体切除硅油充填状态,208088.57,117961.77,17
2015,尺骨桡骨远端骨折,201948.46,117083.77,17
2015,手术后恶性肿瘤化学治疗,163472.26,112893.96,17
2015,复杂性肛瘘,148827.47,111743.88,17
2015,乙肝表面抗原携带者,167162.65,107756.6,17
2015,胃出血,155615.45,106024.76,17
2015,偏瘫,242262.04,103300.22,17
2015,社区获得性肺炎，非重症,157210.17,100134.32,17
2015,甲状腺结节,151194,92895.37,17
2015,人类免疫缺陷病毒[HIV]病,130366.38,86014.18,17
2015,甲状腺炎,132151.82,82994.34,17
2015,泌尿系统疾病,117272.46,80746.89,17
2015,肝功能不全,122968.11,80345.09,17
2015,阴囊湿疹,109394.93,78523.46,17
2015,食管内异物,114081.63,74561.68,17
2015,腰部软组织损伤,95741.65,70894.31,17
2015,鼻骨骨折,105054.15,69117.98,17
2015,腰椎小关节紊乱,97971.95,68462.58,17
2015,变应性接触性皮炎,98736.4,67495.08,17
2015,变应性关节炎,128146.72,64244.55,17
2015,颈椎不稳定,85751.81,63071.83,17
2015,脑震荡,85849.37,54491.53,17
2015,项痹病,67223.08,47449.29,17
2015,急性喉炎,66965.56,41416.12,17
2015,下背部软组织损伤,58380.57,40024.19,17
2015,慢性冠状动脉供血不足,45657.68,33804.52,17
2015,重症肌无力,413982.38,309139.55,16
2015,股骨干骨折,419636.86,228128.88,16
2015,创伤性脑梗死,228574.24,162274.47,16
2015,移植肾功能不全,214830.58,160811.32,16
2015,下肢静脉血栓形成,250140.03,159825.91,16
2015,结核性胸膜炎,205479.53,132124.63,16
2015,双侧腹股沟疝,245678.16,131727.93,16
2015,真菌性鼻窦炎,212745.8,129626.07,16
2015,肝炎后肝硬化,179515.43,112619.67,16
2015,输卵管积水,186399.75,103280.81,16
2015,结缔组织病,150913.98,102226.13,16
2015,胆管炎,149316.86,97623.23,16
2015,特应性神经性皮炎,140702.27,92919.23,16
2015,甲状腺机能亢进症,124939.59,84664.76,16
2015,肠易激综合征,121737.04,82272.38,16
2015,踝关节滑膜炎,110415.94,78926.97,16
2015,特指类风湿性关节炎,129083.33,75623.94,16
2015,老年性未熟期白内障,168091.06,72259.31,16
2015,踝关节关节病,97196.95,71192.33,16
2015,脚癣,92836.56,57400.01,16
2015,肠粘连,98519.9,57295.56,16
2015,脑血栓形成,78690.79,55885.6,16
2015,肛肠病（混合痔病）,122253.21,54185.78,16
2015,毛囊炎,59346.42,37327.12,16
2015,非感染性腹泻,48827.52,35537.38,16
2015,甲沟炎,49553.59,30361.19,16
2015,牙周脓肿,29806.66,20597.28,16
2015,胆囊恶性肿瘤,551147.46,384183.64,15
2015,肝肿瘤,513813.57,297670.29,15
2015,扁桃体恶性肿瘤,421781.53,274714.55,15
2015,肺纤维化,365009.9,252349.92,15
2015,股骨骨坏死,321923.66,185842.03,15
2015,肝炎后肝硬化失代偿期,305488.77,170710.91,15
2015,胃穿孔,253349.54,165212.6,15
2015,外阴恶性肿瘤,218798.22,158549.89,15
2015,慢性精神分裂症,180578.26,153276.16,15
2015,血小板减少症,218739.91,151991.96,15
2015,2型糖尿病足病,204893.97,145307.79,15
2015,胆囊结石嵌顿,245462.82,139199.02,15
2015,子宫肿瘤,233954.93,126521.42,15
2015,脑缺血灶,214193.76,120349.29,15
2015,2型糖尿病性视网膜病变,183685.93,118478.46,15
2015,乳腺继发恶性肿瘤,233302.53,114527.28,15
2015,子宫颈鳞状上皮增生,190700.07,106729.6,15
2015,骨折迟延愈合,136712.37,99734.26,15
2015,鼻中隔恶性肿瘤,202530.15,98547.71,15
2015,腘窝囊肿,133567.29,93057.93,15
2015,急性胆管炎,138406.53,91141.37,15
2015,睾丸鞘膜积液,158103.01,85327.03,15
2015,足骨折,123498.71,82208.72,15
2015,腰背肌筋膜炎,106271.74,79356.59,15
2015,进行性系统性硬化症,115738.83,79237.82,15
2015,头部外伤病（头皮挫裂伤）,91581.02,63968.48,15
2015,肛乳头肥大,91823.93,62591.7,15
2015,泪道阻塞,107703.57,60166.78,15
2015,女性更年期综合征,76253.57,49134.86,15
2015,白癜风,240826.25,46695.66,15
2015,心肌炎,63790.09,40365.51,15
2015,玫瑰糠疹,64554.69,38670.52,15
2015,腰椎间盘脱出伴坐骨神经痛,69035.15,38541.73,15
2015,慢性泪囊炎,72703.79,37707.97,15
2015,龟头炎,55446.69,37043.58,15
2015,表皮囊肿,56449.62,31817.39,15
2015,慢性尿道炎,41995.07,26602.17,15
2015,肾癌病,475058.24,277860.96,14
2015,肾移植状态,484303.29,230032.92,14
2015,急性肾衰竭,326483.09,221977.23,14
2015,下咽恶性肿瘤,266939.07,191904.99,14
2015,呼吸困难,235065.97,180511.96,14
2015,胫腓骨干骨折,257105.02,172532.71,14
2015,2型糖尿病性肾病,265961.71,165498.73,14
2015,乙状结肠息肉,203760.62,144911.42,14
2015,颈动脉闭塞脑梗死,246497.03,144118.84,14
2015,颈腰综合征,212216.99,129328.52,14
2015,应力性骨折,168685.06,118059,14
2015,神经痛,162839.27,112988.2,14
2015,胸腰椎椎间盘突出,185658.7,112029.02,14
2015,陈旧性肺结核,166455.77,109860.4,14
2015,肝管结石伴慢性胆囊炎,205922.56,106406.65,14
2015,肾衰竭,146779.29,103430.55,14
2015,踝关节扭伤,153564.85,102404.65,14
2015,骨髓瘤病,150338.36,99866.1,14
2015,关节病,174998.75,86946.09,14
2015,基底动脉尖综合征,138963.06,85723.6,14
2015,酒精中毒性精神障碍,121449.22,82418.21,14
2015,直肠梗阻,110786.72,80110.83,14
2015,确认妊娠,162260.41,78503.8,14
2015,盆腔囊肿,122856.66,76933.65,14
2015,结节性痒疹,111751.97,76191.79,14
2015,原发性急性闭角型青光眼,112022.54,75917.32,14
2015,老年性成熟期白内障,123674.29,72558.34,14
2015,水肿,102470.96,71834.27,14
2015,纤维瘤病,128945.15,64248.59,14
2015,手指挫伤,86528.46,58493.09,14
2015,泛发性神经性皮炎,86729.12,58317.21,14
2015,上肢皮肤感染,67648.21,50005.97,14
2015,急性气管支气管炎,60917.22,40171.72,14
2015,外耳道炎,60704.94,38671.8,14
2015,高胆固醇血症,58912.31,38348.12,14
2015,面部裂伤,50800.29,30227.11,14
2015,肛门狭窄,38873.32,27314.57,14
2015,单胎顺产,55696.75,23019.21,14
2015,异常阴道出血,26825.79,13370.37,14
2015,肺占位性病变,391013.45,246432.58,13
2015,消化不良,338215.92,231319.05,13
2015,B细胞淋巴瘤,289613.76,164558.36,13
2015,冠状动脉支架植入后状态,238091.43,163413,13
2015,髋关节病,342832.93,147355.87,13
2015,残胃恶性肿瘤,216023.66,144922.43,13
2015,下消化道出血,213047.67,143153.19,13
2015,腹壁切口疝,271301.21,139463.51,13
2015,肢体麻木,179998.51,139122.64,13
2015,陈旧性踝关节骨折,227780.25,130487.96,13
2015,丘脑出血,185089.12,129156.07,13
2015,前列腺肿瘤,211969.79,126363.9,13
2015,室性早搏,199790.11,123385.17,13
2015,内踝骨折,191357.8,115399.44,13
2015,下肢静脉曲张伴静脉炎,177418.58,111404.32,13
2015,下肢损伤,175286.2,110007.03,13
2015,玻璃体硅油移位,169536.95,91305.49,13
2015,宫颈上皮内肿瘤,172777.86,91280.34,13
2015,1型糖尿病性视网膜病变,135786.18,89007.73,13
2015,慢性胃窦炎,144864.58,88627.88,13
2015,鼻息肉,129649.87,87034.21,13
2015,甲状腺功能异常,138442.08,85222.91,13
2015,胃-食管反流病,127543.56,82088.3,13
2015,复发性视网膜脱离,155163.95,74589.78,13
2015,自主神经功能紊乱,102165.02,73455.68,13
2015,典型偏头痛,100668.78,67606.62,13
2015,G1P1剖宫产,125082.1,64268.51,13
2015,多发性切割伤,112188.09,61942.76,13
2015,1型糖尿病性白内障,105272.57,56451.41,13
2015,视网膜静脉阻塞,79096.99,53680.98,13
2015,G2P1剖宫产,123465.05,52880.09,13
2015,烧伤,82478.6,52395.99,13
2015,胃肠功能紊乱,65346.82,44003.73,13
2015,亚急性胰腺炎,63641.79,43019.74,13
2015,十二指肠球炎,58091.65,40870.49,13
2015,特指老年性白内障,107505.02,38988.19,13
2015,淋巴结炎,61256.57,38369.92,13
2015,颈椎椎间盘炎,51554.01,38219.73,13
2015,慢性哮喘性支气管炎,50985.3,37205.55,13
2015,面部挫伤,55124.14,31376.21,13
2015,包皮嵌顿,29381.95,19343.57,13
2015,取除输尿管支架,17877.94,7750.42,13
2015,全血细胞减少,474064.89,316434.9,12
2015,急性髓系白血病,551330.61,300262.42,12
2015,肾肿瘤,526089.68,270683.54,12
2015,颅内动脉瘤,699031.28,260423.33,12
2015,感染性休克,365520.57,258442.8,12
2015,急性非ST段抬高型心肌梗死,340012.47,239471.32,12
2015,先天性心脏病,319173.72,208848.18,12
2015,腺癌,304260.53,189540.27,12
2015,黄疸,269595.89,183916.61,12
2015,糖尿病伴多个并发症,244671.37,177053.99,12
2015,类风湿性膝关节关节炎,378635.81,173426.08,12
2015,脑瘤病（脑胶质瘤）,261233.52,166733.17,12
2015,全心衰竭,195542.93,153717.87,12
2015,小肠恶性肿瘤,201490.8,137898.28,12
2015,陈旧性视网膜脱离,218021.19,135786.09,12
2015,阵发性心房纤颤,229877.32,130812.43,12
2015,多发性硬化,170333.42,118790.64,12
2015,肱骨外科颈骨折,187733.8,111385.37,12
2015,腹胀满病,142710.87,100980.12,12
2015,气胸病,144058.05,98383.17,12
2015,脑外伤后综合征,166346.59,97969.76,12
2015,免疫性血小板减少性紫癜,151164.42,95917.86,12
2015,纤维瘤,133717.4,80778.82,12
2015,慢性肝炎,103929.4,75987.04,12
2015,咳嗽变异性哮喘,108204.9,75552.38,12
2015,肝炎,108424.59,73908.61,12
2015,跟腱断裂,126611.99,72577.1,12
2015,慢性酒精中毒,94241.53,66187.69,12
2015,多脉管炎,100370.85,65117.34,12
2015,陈旧性踝骨骨折,104804.75,65076.7,12
2015,躯体形式障碍,92433.3,60987.94,12
2015,十二指肠息肉,93349.83,58248.01,12
2015,变应性荨麻疹,81714.56,56523.78,12
2015,慢性结肠炎,77005.62,51654.26,12
2015,肝病,81771.96,49549.24,12
2015,精索静脉曲张,103479.22,48878.66,12
2015,老年性肺气肿,66650.93,47883.17,12
2015,掌骨骨折,75588.04,44825.7,12
2015,咽蜂窝组织炎,66782.68,43630.37,12
2015,肱骨外上髁炎,58313.89,42519.97,12
2015,老年性黄斑变性,62635.1,40411.86,12
2015,大叶性肺炎,53199.39,37310.85,12
2015,扁桃体周围蜂窝组织炎,53812.04,37218.4,12
2015,眼睑肿物,57181.28,34708.44,12
2015,特指趾骨骨折,48008.7,30409.82,12
2015,急性化脓性胆囊炎,48044.23,26833.62,12
2015,腱鞘脓肿,36231.82,24010.89,12
2015,躯干蜂窝织炎,31594.94,23997.75,12
2015,滴虫性阴道炎,29556.9,20015.2,12
2015,Ⅲ度房室传导阻滞,635799.78,382688.73,11
2015,大脑恶性肿瘤,532736.27,342595.37,11
2015,脊柱骨折,538158.02,323150.74,11
2015,慢性淋巴细胞白血病,362433.19,234654.27,11
2015,(子宫内)避孕装置的放置,391217.34,214853.3,11
2015,出血性脑梗死,258940.29,182963.89,11
2015,垂体良性肿瘤,356848.54,163480.21,11
2015,颈椎椎管狭窄,271904.39,163035.02,11
2015,肝内胆管癌,249627.89,158385.58,11
2015,降结肠恶性肿瘤,226433.7,150655.91,11
2015,肾移植术后少尿,253811.87,139725.89,11
2015,结肠肝曲恶性肿瘤,222052.87,130093.37,11
2015,消化道穿孔,182503.39,126968.55,11
2015,恶性肿瘤术后放射治疗,178984.16,125956.29,11
2015,帕金森氏症,325005.29,122622.06,11
2015,急性特发性胰腺炎,190625.86,107941.47,11
2015,肺结节病,169610.98,100346.69,11
2015,急性腹膜炎,160086.12,96812.62,11
2015,特指急性胰腺炎,160554,92534.51,11
2015,慢性胃溃疡,130798.79,91070.75,11
2015,副乳腺恶性肿瘤,133941.1,89097.53,11
2015,阿尔茨海默病,122004.27,84813.4,11
2015,肠梗阻伴粘连,123857.05,82008.52,11
2015,基底节脑梗死,116317.93,81337.17,11
2015,膝关节游离体,127881.53,79708.5,11
2015,再生障碍性贫血,128251.47,79215.06,11
2015,颈部恶性肿瘤,140045.33,79192.72,11
2015,多囊肾,110992.05,77491,11
2015,原发性闭角型青光眼,112866.23,75900.91,11
2015,化脓性关节炎,101983.77,71089.52,11
2015,盆腔肿物,109568.26,66242.73,11
2015,热性晕厥,85370.55,61956.43,11
2015,小腿挫伤,89420.65,59371.85,11
2015,耳廓假性囊肿,101968.49,58333.48,11
2015,原发性甲状腺功能减退症,82879.43,56630.69,11
2015,慢性缺血性心脏病,68517.53,49687.06,11
2015,褥疮病,63591.21,49487.05,11
2015,跟骨骨突炎,67995.54,49030.06,11
2015,绝经后骨质疏松,68460.22,45916.87,11
2015,鞘膜积液,65418.49,45567.53,11
2015,面部软组织挫伤,61652.41,44279.97,11
2015,指骨骨折,65559.36,43467.72,11
2015,颈肩痛病,54623.03,41777.93,11
2015,耻骨骨折,60298.89,41672.4,11
2015,急性出血性胃炎,57047.15,38699.85,11
2015,背部脓肿,50792.04,36482.18,11
2015,甲状腺功能亢进危象,50053.51,32163.71,11
2015,肩关节痛,42477.45,31367.18,11
2015,非感染性胃肠炎,32274.57,18804.79,11
2015,稽留流产,25396.89,11951.74,11
2015,主动脉夹层,721547.81,465149.47,10
2015,急性重症胰腺炎,468725.22,293112.25,10
2015,脑瘤病,366217.89,213748.28,10
2015,胆囊癌病,326868.46,212584.1,10
2015,踝关节脱位,251507.69,175004.89,10
2015,口腔恶性肿瘤,242372.41,167225.84,10
2015,重度再生障碍性贫血,240321.01,166667.8,10
2015,特发性肺间质纤维化,232007.29,163695.34,10
2015,肝癌破裂出血,249996.54,162840.68,10
2015,酒精性肝硬变,277451.39,162417.4,10
2015,吸入性肺炎,222561.1,159597.94,10
2015,胆总管结石伴胆管炎,248083.5,154364.8,10
2015,直肠继发恶性肿瘤,297669.08,153948.13,10
2015,女性盆腔脓肿,241747.97,151477.77,10
2015,恶性胸腔积液,205634.43,149470.45,10
2015,骨髓炎,202931.81,145312.23,10
2015,咽喉恶性肿瘤,172985.15,126009.45,10
2015,丙型肝炎后肝硬化失代偿期,179478.16,125416.17,10
2015,青年起病成年型糖尿病,220003.62,122323.94,10
2015,胆囊结石伴特指胆囊炎,189222.29,118657.95,10
2015,颅内感染,185962.58,114973.03,10
2015,桥本甲状腺炎,177659.97,98213.59,10
2015,黄疸病,135704.98,95125.48,10
2015,十二指肠球部溃疡伴出血,137612.54,90632.17,10
2015,Ⅱ度子宫脱垂,159549.84,88869.32,10
2015,上肢骨折,129035.03,83038.52,10
2015,尿道狭窄,136707.36,81863.37,10
2015,甲状腺肿物,126069.94,80358.16,10
2015,昏迷,107334.43,79926.33,10
2015,急性复发性胰腺炎，轻症,128967.69,79378.43,10
2015,卵巢子宫内膜异位囊肿,138829.49,77726.34,10
2015,结肠和直肠恶性肿瘤,112174.61,75406.84,10
2015,糖尿病伴周围循环并发症,118433.02,71344.93,10
2015,急性坏疽性阑尾炎,114313.18,68866.99,10
2015,躯干皮肤感染,80869.34,64521.79,10
2015,胃溃疡伴出血,87204.03,61918.16,10
2015,阑尾周围脓肿,89931.96,61430.72,10
2015,非典型性肺炎,106505.35,61155.01,10
2015,乳头状瘤,94150.88,59102.55,10
2015,急性冠状动脉供血不足,80618.54,58030.07,10
2015,多发性膝关节损伤,91093.2,56770.05,10
2015,先天性耳前瘘管,90074.71,56139.92,10
2015,高血压性脑病,83634.95,55302.47,10
2015,输尿管狭窄,95528.41,53928.53,10
2015,脂溢性皮炎,71526.79,52575.46,10
2015,抑郁状态,86773.08,50891.1,10
2015,葡萄胎,72638.42,49453.48,10
2015,腮腺良性肿瘤,81760.12,49044.49,10
2015,G3+P1剖宫产,99747.11,47093.35,10
2015,窦性心动过速,68111.61,45499.1,10
2015,新生血管性青光眼,95519.39,41961.51,10
2015,局限性神经性皮炎,58174.21,41100.72,10
2015,过敏性鼻炎伴哮喘,52855.84,37801.78,10
2015,急性失血性贫血,54980.27,34306.05,10
2015,神经官能症,49029.42,33151.47,10
2015,睾丸恶性肿瘤,61723.59,32437.26,10
2015,小腿损伤,47497.8,29842.14,10
2015,急性心肌缺血,45713.12,29713.26,10
2015,毒蛇咬伤,44620.83,27716.71,10
2015,桡骨茎突腱鞘炎[德奎尔万],33936.73,23960.8,10
2015,低钾型周期性麻痹,39753.15,23551.87,10
2015,试产失败后剖宫产,50591.75,22991.92,10
2015,下泌尿道结石,33773.22,21341.99,10
2015,肛周炎,36778.45,21309.55,10
2015,上腹痛,30422.79,20387,10
2015,胸部挫伤,26828.93,17608.99,10
2015,颈痛,23806.71,16660.47,10
2015,先兆流产,16898.5,5444.79,10
2015,乙状结肠肿瘤,455647.49,286634.98,9
2015,心因性意识障碍,222325.57,170410.37,9
